metabolite	uloq	lloq	value	date	time_pretty	location	below_lloq	above_uloq	extraction	machine	metabolite_group
O-Desmethyltramadol	10.0	0.5		FB08SEP18	7:00	2			austin	Waters_SPE1	Narcotic
Oxycodone	20.0	0.05	0.062	FB08SEP18	7:00	2	0.0	0.0	austin	Waters_SPE1	Narcotic
Oxymorphone	20.0	0.05	0.084	FB08SEP18	7:00	2	0.0	0.0	austin	Waters_SPE1	Narcotic
Sufentanil	10.0	0.5		FB08SEP18	7:00	2			austin	Waters_SPE1	Narcotic
Tapentadol	20.0	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1	Narcotic
Tramadol	20.0	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1	Narcotic
Buprenorphine	20.0	0.75		FB08SEP18	7:00	2			austin	Waters_SPE1	Opioid
Hydrocodone	2.5	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1	Opioid
Hydromorphone	20.0	0.5		FB08SEP18	7:00	2			austin	Waters_SPE1	Opioid
Meperidine	20.0	0.5		FB08SEP18	7:00	2			austin	Waters_SPE1	Opioid
Methadone	20.0	2.5		FB08SEP18	7:00	2			austin	Waters_SPE1	Opioid
Naltrexone	5.0	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1	Opioid
Trazodone	20.0	0.5	0.406	FB08SEP18	7:00	2	1.0	0.0	austin	Waters_SPE1	Sedative
Triazolam	20.0	0.5		FB08SEP18	7:00	2			austin	Waters_SPE1	Sedative
Zolpidem	20.0	0.5		FB08SEP18	7:00	2			austin	Waters_SPE1	Sedative
Amphetamine	5.0	0.05	1.228	FB08SEP18	7:00	2	0.0	0.0	austin	Waters_SPE1	Stimulant
Benzoylecgonine	20.0	0.05	6.218	FB08SEP18	7:00	2	0.0	1.0	austin	Waters_SPE1	Stimulant
Cocaine	20.0	0.15	0.848	FB08SEP18	7:00	2	0.0	0.0	austin	Waters_SPE1	Stimulant
MDMA	10.0	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1	Stimulant
Methamphetamine	20.0	0.15	0.15	FB08SEP18	7:00	2	0.0	0.0	austin	Waters_SPE1	Stimulant
Methylphenidate	5.0	0.05		FB08SEP18	7:00	2			austin	Waters_SPE1	Stimulant
Propoxyphene	20.0	0.5		FB08SEP18	7:00	3			austin	Waters_SPE1	Analgesic
Ketamine	10.0	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1	Anesthetic
PCP	20.0	0.5		FB08SEP18	7:00	3			austin	Waters_SPE1	Anesthetic
Phentermine	5.0	0.05	0.45799999999999996	FB08SEP18	7:00	3	0.0	0.0	austin	Waters_SPE1	Anorectic
Meprobamate	20.0	0.5		FB08SEP18	7:00	3			austin	Waters_SPE1	Anxiolytic
7-Aminoclonazepam	5.0	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1	Benzodiazepine
7-Aminoflunitrazepam	5.0	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1	Benzodiazepine
α-Hydroxyalprazolam	20.0	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1	Benzodiazepine
α-Hydroxytriazolam	20.0	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1	Benzodiazepine
Alprazolam	20.0	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1	Benzodiazepine
Desalkylflurazepam	2.5	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1	Benzodiazepine
Diazepam	5.0	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1	Benzodiazepine
Flurazepam	20.0	1.25		FB08SEP18	7:00	3			austin	Waters_SPE1	Benzodiazepine
Lorazepam	20.0	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1	Benzodiazepine
Midazolam	20.0	0.5		FB08SEP18	7:00	3			austin	Waters_SPE1	Benzodiazepine
Nordiazepam	20.0	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1	Benzodiazepine
Oxazepam	2.5	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1	Benzodiazepine
Temazepam	20.0	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1	Benzodiazepine
Pseudoephedrine	20.0	0.05	5.419	FB08SEP18	7:00	3	0.0	1.0	austin	Waters_SPE1	Decongestant
Flunitrazepam	5.0	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1	Hynotics
Carisoprodol	10.0	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1	Muscle Relaxant
Cyclobenzaprine	20.0	1.25		FB08SEP18	7:00	3			austin	Waters_SPE1	Muscle Relaxant
6-MAM	5.0	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1	Narcotic
Carfentanil	10.0	0.75		FB08SEP18	7:00	3			austin	Waters_SPE1	Narcotic
Codeine	20.0	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1	Narcotic
EDDP	10.0	0.75		FB08SEP18	7:00	3			austin	Waters_SPE1	Narcotic
Fentanyl	20.0	0.5		FB08SEP18	7:00	3			austin	Waters_SPE1	Narcotic
Morphine	20.0	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1	Narcotic
Naloxone	5.0	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1	Narcotic
Norbuprenorphine	10.0	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1	Narcotic
Norcarfentanil	10.0	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1	Narcotic
Norfentanyl	5.0	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1	Narcotic
Norhydrocodone	5.0	0.05	0.121	FB08SEP18	7:00	3	0.0	0.0	austin	Waters_SPE1	Narcotic
Normeperidine	20.0	0.5		FB08SEP18	7:00	3			austin	Waters_SPE1	Narcotic
Noroxycodone	5.0	0.05	0.147	FB08SEP18	7:00	3	0.0	0.0	austin	Waters_SPE1	Narcotic
O-Desmethyltramadol	10.0	0.5	0.736	FB08SEP18	7:00	3	0.0	0.0	austin	Waters_SPE1	Narcotic
Oxycodone	20.0	0.05	0.133	FB08SEP18	7:00	3	0.0	0.0	austin	Waters_SPE1	Narcotic
Oxymorphone	20.0	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1	Narcotic
Sufentanil	10.0	0.5		FB08SEP18	7:00	3			austin	Waters_SPE1	Narcotic
Tapentadol	20.0	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1	Narcotic
Tramadol	20.0	0.05	4.57	FB08SEP18	7:00	3	0.0	1.0	austin	Waters_SPE1	Narcotic
Buprenorphine	20.0	0.75		FB08SEP18	7:00	3			austin	Waters_SPE1	Opioid
Hydrocodone	2.5	0.05	0.179	FB08SEP18	7:00	3	0.0	0.0	austin	Waters_SPE1	Opioid
Hydromorphone	20.0	0.5		FB08SEP18	7:00	3			austin	Waters_SPE1	Opioid
Meperidine	20.0	0.5		FB08SEP18	7:00	3			austin	Waters_SPE1	Opioid
Methadone	20.0	2.5		FB08SEP18	7:00	3			austin	Waters_SPE1	Opioid
Naltrexone	5.0	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1	Opioid
Trazodone	20.0	0.5		FB08SEP18	7:00	3			austin	Waters_SPE1	Sedative
Triazolam	20.0	0.5		FB08SEP18	7:00	3			austin	Waters_SPE1	Sedative
Zolpidem	20.0	0.5		FB08SEP18	7:00	3			austin	Waters_SPE1	Sedative
Amphetamine	5.0	0.05	1.0190000000000001	FB08SEP18	7:00	3	0.0	0.0	austin	Waters_SPE1	Stimulant
Benzoylecgonine	20.0	0.05	0.973	FB08SEP18	7:00	3	0.0	0.0	austin	Waters_SPE1	Stimulant
Cocaine	20.0	0.15	0.575	FB08SEP18	7:00	3	0.0	0.0	austin	Waters_SPE1	Stimulant
MDMA	10.0	0.05		FB08SEP18	7:00	3			austin	Waters_SPE1	Stimulant
Methamphetamine	20.0	0.15	1.238	FB08SEP18	7:00	3	0.0	0.0	austin	Waters_SPE1	Stimulant
Methylphenidate	5.0	0.05	0.055999999999999994	FB08SEP18	7:00	3	0.0	0.0	austin	Waters_SPE1	Stimulant
Propoxyphene	20.0	0.5		FB08SEP18	7:30	1			austin	Waters_SPE1	Analgesic
Ketamine	10.0	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Anesthetic
PCP	20.0	0.5		FB08SEP18	7:30	1			austin	Waters_SPE1	Anesthetic
Phentermine	5.0	0.05	1.3659999999999999	FB08SEP18	7:30	1	0.0	0.0	austin	Waters_SPE1	Anorectic
Meprobamate	20.0	0.5		FB08SEP18	7:30	1			austin	Waters_SPE1	Anxiolytic
7-Aminoclonazepam	5.0	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Benzodiazepine
7-Aminoflunitrazepam	5.0	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Benzodiazepine
α-Hydroxyalprazolam	20.0	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Benzodiazepine
α-Hydroxytriazolam	20.0	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Benzodiazepine
Alprazolam	20.0	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Benzodiazepine
Desalkylflurazepam	2.5	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Benzodiazepine
Diazepam	5.0	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Benzodiazepine
Flurazepam	20.0	1.25		FB08SEP18	7:30	1			austin	Waters_SPE1	Benzodiazepine
Lorazepam	20.0	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Benzodiazepine
Midazolam	20.0	0.5		FB08SEP18	7:30	1			austin	Waters_SPE1	Benzodiazepine
Nordiazepam	20.0	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Benzodiazepine
Oxazepam	2.5	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Benzodiazepine
Temazepam	20.0	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Benzodiazepine
Pseudoephedrine	20.0	0.05	6.066	FB08SEP18	7:30	1	0.0	1.0	austin	Waters_SPE1	Decongestant
Flunitrazepam	5.0	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Hynotics
Carisoprodol	10.0	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Muscle Relaxant
Cyclobenzaprine	20.0	1.25		FB08SEP18	7:30	1			austin	Waters_SPE1	Muscle Relaxant
6-MAM	5.0	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Narcotic
Carfentanil	10.0	0.75		FB08SEP18	7:30	1			austin	Waters_SPE1	Narcotic
Codeine	20.0	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Narcotic
EDDP	10.0	0.75		FB08SEP18	7:30	1			austin	Waters_SPE1	Narcotic
Fentanyl	20.0	0.5		FB08SEP18	7:30	1			austin	Waters_SPE1	Narcotic
Morphine	20.0	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Narcotic
Naloxone	5.0	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Narcotic
Norbuprenorphine	10.0	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Narcotic
Norcarfentanil	10.0	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Narcotic
Norfentanyl	5.0	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Narcotic
Norhydrocodone	5.0	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Narcotic
Normeperidine	20.0	0.5		FB08SEP18	7:30	1			austin	Waters_SPE1	Narcotic
Noroxycodone	5.0	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Narcotic
O-Desmethyltramadol	10.0	0.5	0.304	FB08SEP18	7:30	1	1.0	0.0	austin	Waters_SPE1	Narcotic
Oxycodone	20.0	0.05	0.027999999999999997	FB08SEP18	7:30	1	1.0	0.0	austin	Waters_SPE1	Narcotic
Oxymorphone	20.0	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Narcotic
Sufentanil	10.0	0.5		FB08SEP18	7:30	1			austin	Waters_SPE1	Narcotic
Tapentadol	20.0	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Narcotic
Tramadol	20.0	0.05	1.915	FB08SEP18	7:30	1	0.0	0.0	austin	Waters_SPE1	Narcotic
Buprenorphine	20.0	0.75		FB08SEP18	7:30	1			austin	Waters_SPE1	Opioid
Hydrocodone	2.5	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Opioid
Hydromorphone	20.0	0.5		FB08SEP18	7:30	1			austin	Waters_SPE1	Opioid
Meperidine	20.0	0.5		FB08SEP18	7:30	1			austin	Waters_SPE1	Opioid
Methadone	20.0	2.5		FB08SEP18	7:30	1			austin	Waters_SPE1	Opioid
Naltrexone	5.0	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Opioid
Trazodone	20.0	0.5		FB08SEP18	7:30	1			austin	Waters_SPE1	Sedative
Triazolam	20.0	0.5		FB08SEP18	7:30	1			austin	Waters_SPE1	Sedative
Zolpidem	20.0	0.5		FB08SEP18	7:30	1			austin	Waters_SPE1	Sedative
Amphetamine	5.0	0.05	0.682	FB08SEP18	7:30	1	0.0	0.0	austin	Waters_SPE1	Stimulant
Benzoylecgonine	20.0	0.05	2.156	FB08SEP18	7:30	1	0.0	0.0	austin	Waters_SPE1	Stimulant
Cocaine	20.0	0.15	1.829	FB08SEP18	7:30	1	0.0	0.0	austin	Waters_SPE1	Stimulant
MDMA	10.0	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Stimulant
Methamphetamine	20.0	0.15		FB08SEP18	7:30	1			austin	Waters_SPE1	Stimulant
Methylphenidate	5.0	0.05		FB08SEP18	7:30	1			austin	Waters_SPE1	Stimulant
Propoxyphene	20.0	0.5		FB08SEP18	7:30	2			austin	Waters_SPE1	Analgesic
Ketamine	10.0	0.05	0.35600000000000004	FB08SEP18	7:30	2	0.0	0.0	austin	Waters_SPE1	Anesthetic
PCP	20.0	0.5		FB08SEP18	7:30	2			austin	Waters_SPE1	Anesthetic
Phentermine	5.0	0.05	0.11699999999999999	FB08SEP18	7:30	2	0.0	0.0	austin	Waters_SPE1	Anorectic
Meprobamate	20.0	0.5		FB08SEP18	7:30	2			austin	Waters_SPE1	Anxiolytic
7-Aminoclonazepam	5.0	0.05		FB08SEP18	7:30	2			austin	Waters_SPE1	Benzodiazepine
7-Aminoflunitrazepam	5.0	0.05		FB08SEP18	7:30	2			austin	Waters_SPE1	Benzodiazepine
α-Hydroxyalprazolam	20.0	0.05		FB08SEP18	7:30	2			austin	Waters_SPE1	Benzodiazepine
α-Hydroxytriazolam	20.0	0.05		FB08SEP18	7:30	2			austin	Waters_SPE1	Benzodiazepine
Alprazolam	20.0	0.05		FB08SEP18	7:30	2			austin	Waters_SPE1	Benzodiazepine
Desalkylflurazepam	2.5	0.05		FB08SEP18	7:30	2			austin	Waters_SPE1	Benzodiazepine
Diazepam	5.0	0.05		FB08SEP18	7:30	2			austin	Waters_SPE1	Benzodiazepine
Flurazepam	20.0	1.25		FB08SEP18	7:30	2			austin	Waters_SPE1	Benzodiazepine
Lorazepam	20.0	0.05		FB08SEP18	7:30	2			austin	Waters_SPE1	Benzodiazepine
Midazolam	20.0	0.5		FB08SEP18	7:30	2			austin	Waters_SPE1	Benzodiazepine
Nordiazepam	20.0	0.05		FB08SEP18	7:30	2			austin	Waters_SPE1	Benzodiazepine
Oxazepam	2.5	0.05		FB08SEP18	7:30	2			austin	Waters_SPE1	Benzodiazepine
Temazepam	20.0	0.05	0.08	FB08SEP18	7:30	2	0.0	0.0	austin	Waters_SPE1	Benzodiazepine
Pseudoephedrine	20.0	0.05	2.905	FB08SEP18	7:30	2	0.0	0.0	austin	Waters_SPE1	Decongestant
Flunitrazepam	5.0	0.05		FB08SEP18	7:30	2			austin	Waters_SPE1	Hynotics
Carisoprodol	10.0	0.05		FB08SEP18	7:30	2			austin	Waters_SPE1	Muscle Relaxant
Cyclobenzaprine	20.0	1.25		FB08SEP18	7:30	2			austin	Waters_SPE1	Muscle Relaxant
6-MAM	5.0	0.05		FB08SEP18	7:30	2			austin	Waters_SPE1	Narcotic
Carfentanil	10.0	0.75		FB08SEP18	7:30	2			austin	Waters_SPE1	Narcotic
Codeine	20.0	0.05		FB08SEP18	7:30	2			austin	Waters_SPE1	Narcotic
EDDP	10.0	0.75	1.454	FB08SEP18	7:30	2	0.0	0.0	austin	Waters_SPE1	Narcotic
Fentanyl	20.0	0.5		FB08SEP18	7:30	2			austin	Waters_SPE1	Narcotic
Morphine	20.0	0.05	0.057	FB08SEP18	7:30	2	0.0	0.0	austin	Waters_SPE1	Narcotic
Naloxone	5.0	0.05		FB08SEP18	7:30	2			austin	Waters_SPE1	Narcotic
Norbuprenorphine	10.0	0.05		FB08SEP18	7:30	2			austin	Waters_SPE1	Narcotic
Norcarfentanil	10.0	0.05		FB08SEP18	7:30	2			austin	Waters_SPE1	Narcotic
Norfentanyl	5.0	0.05		FB08SEP18	7:30	2			austin	Waters_SPE1	Narcotic
Norhydrocodone	5.0	0.05	0.057999999999999996	FB08SEP18	7:30	2	0.0	0.0	austin	Waters_SPE1	Narcotic
Normeperidine	20.0	0.5		FB08SEP18	7:30	2			austin	Waters_SPE1	Narcotic
Noroxycodone	5.0	0.05		FB08SEP18	7:30	2			austin	Waters_SPE1	Narcotic
O-Desmethyltramadol	10.0	0.5		FB08SEP18	7:30	2			austin	Waters_SPE1	Narcotic
Oxycodone	20.0	0.05		FB08SEP18	7:30	2			austin	Waters_SPE1	Narcotic
Oxymorphone	20.0	0.05		FB08SEP18	7:30	2			austin	Waters_SPE1	Narcotic
Sufentanil	10.0	0.5		FB08SEP18	7:30	2			austin	Waters_SPE1	Narcotic
Tapentadol	20.0	0.05		FB08SEP18	7:30	2			austin	Waters_SPE1	Narcotic
Tramadol	20.0	0.05	0.281	FB08SEP18	7:30	2	0.0	0.0	austin	Waters_SPE1	Narcotic
Buprenorphine	20.0	0.75		FB08SEP18	7:30	2			austin	Waters_SPE1	Opioid
Hydrocodone	2.5	0.05	0.16399999999999998	FB08SEP18	7:30	2	0.0	0.0	austin	Waters_SPE1	Opioid
Hydromorphone	20.0	0.5	0.16	FB08SEP18	7:30	2	1.0	0.0	austin	Waters_SPE1	Opioid
Meperidine	20.0	0.5		FB08SEP18	7:30	2			austin	Waters_SPE1	Opioid
Methadone	20.0	2.5	2.5069999999999997	FB08SEP18	7:30	2	0.0	0.0	austin	Waters_SPE1	Opioid
Naltrexone	5.0	0.05		FB08SEP18	7:30	2			austin	Waters_SPE1	Opioid
Trazodone	20.0	0.5		FB08SEP18	7:30	2			austin	Waters_SPE1	Sedative
Triazolam	20.0	0.5		FB08SEP18	7:30	2			austin	Waters_SPE1	Sedative
Zolpidem	20.0	0.5		FB08SEP18	7:30	2			austin	Waters_SPE1	Sedative
Amphetamine	5.0	0.05	1.0390000000000001	FB08SEP18	7:30	2	0.0	0.0	austin	Waters_SPE1	Stimulant
Benzoylecgonine	20.0	0.05	1.9569999999999999	FB08SEP18	7:30	2	0.0	0.0	austin	Waters_SPE1	Stimulant
Cocaine	20.0	0.15	0.325	FB08SEP18	7:30	2	0.0	0.0	austin	Waters_SPE1	Stimulant
MDMA	10.0	0.05		FB08SEP18	7:30	2			austin	Waters_SPE1	Stimulant
Methamphetamine	20.0	0.15		FB08SEP18	7:30	2			austin	Waters_SPE1	Stimulant
Methylphenidate	5.0	0.05		FB08SEP18	7:30	2			austin	Waters_SPE1	Stimulant
Propoxyphene	20.0	0.5		FB08SEP18	7:30	3			austin	Waters_SPE1	Analgesic
Ketamine	10.0	0.05		FB08SEP18	7:30	3			austin	Waters_SPE1	Anesthetic
PCP	20.0	0.5		FB08SEP18	7:30	3			austin	Waters_SPE1	Anesthetic
Phentermine	5.0	0.05	4.0680000000000005	FB08SEP18	7:30	3	0.0	0.0	austin	Waters_SPE1	Anorectic
Meprobamate	20.0	0.5		FB08SEP18	7:30	3			austin	Waters_SPE1	Anxiolytic
7-Aminoclonazepam	5.0	0.05		FB08SEP18	7:30	3			austin	Waters_SPE1	Benzodiazepine
7-Aminoflunitrazepam	5.0	0.05		FB08SEP18	7:30	3			austin	Waters_SPE1	Benzodiazepine
α-Hydroxyalprazolam	20.0	0.05		FB08SEP18	7:30	3			austin	Waters_SPE1	Benzodiazepine
α-Hydroxytriazolam	20.0	0.05		FB08SEP18	7:30	3			austin	Waters_SPE1	Benzodiazepine
Alprazolam	20.0	0.05		FB08SEP18	7:30	3			austin	Waters_SPE1	Benzodiazepine
Desalkylflurazepam	2.5	0.05		FB08SEP18	7:30	3			austin	Waters_SPE1	Benzodiazepine
Diazepam	5.0	0.05		FB08SEP18	7:30	3			austin	Waters_SPE1	Benzodiazepine
Flurazepam	20.0	1.25		FB08SEP18	7:30	3			austin	Waters_SPE1	Benzodiazepine
Lorazepam	20.0	0.05		FB08SEP18	7:30	3			austin	Waters_SPE1	Benzodiazepine
Midazolam	20.0	0.5		FB08SEP18	7:30	3			austin	Waters_SPE1	Benzodiazepine
Nordiazepam	20.0	0.05		FB08SEP18	7:30	3			austin	Waters_SPE1	Benzodiazepine
Oxazepam	2.5	0.05		FB08SEP18	7:30	3			austin	Waters_SPE1	Benzodiazepine
Temazepam	20.0	0.05	0.049	FB08SEP18	7:30	3	1.0	0.0	austin	Waters_SPE1	Benzodiazepine
Pseudoephedrine	20.0	0.05	27.230999999999998	FB08SEP18	7:30	3	0.0	1.0	austin	Waters_SPE1	Decongestant
Flunitrazepam	5.0	0.05		FB08SEP18	7:30	3			austin	Waters_SPE1	Hynotics
Carisoprodol	10.0	0.05		FB08SEP18	7:30	3			austin	Waters_SPE1	Muscle Relaxant
Cyclobenzaprine	20.0	1.25		FB08SEP18	7:30	3			austin	Waters_SPE1	Muscle Relaxant
6-MAM	5.0	0.05		FB08SEP18	7:30	3			austin	Waters_SPE1	Narcotic
Carfentanil	10.0	0.75		FB08SEP18	7:30	3			austin	Waters_SPE1	Narcotic
Codeine	20.0	0.05	0.38299999999999995	FB08SEP18	7:30	3	0.0	0.0	austin	Waters_SPE1	Narcotic
EDDP	10.0	0.75		FB08SEP18	7:30	3			austin	Waters_SPE1	Narcotic
Fentanyl	20.0	0.5		FB08SEP18	7:30	3			austin	Waters_SPE1	Narcotic
Morphine	20.0	0.05		FB08SEP18	7:30	3			austin	Waters_SPE1	Narcotic
Naloxone	5.0	0.05		FB08SEP18	7:30	3			austin	Waters_SPE1	Narcotic
Norbuprenorphine	10.0	0.05		FB08SEP18	7:30	3			austin	Waters_SPE1	Narcotic
Norcarfentanil	10.0	0.05		FB08SEP18	7:30	3			austin	Waters_SPE1	Narcotic
Norfentanyl	5.0	0.05		FB08SEP18	7:30	3			austin	Waters_SPE1	Narcotic
Norhydrocodone	5.0	0.05		FB08SEP18	7:30	3			austin	Waters_SPE1	Narcotic
Normeperidine	20.0	0.5		FB08SEP18	7:30	3			austin	Waters_SPE1	Narcotic
Noroxycodone	5.0	0.05		FB08SEP18	7:30	3			austin	Waters_SPE1	Narcotic
O-Desmethyltramadol	10.0	0.5		FB08SEP18	7:30	3			austin	Waters_SPE1	Narcotic
Oxycodone	20.0	0.05	0.031	FB08SEP18	7:30	3	1.0	0.0	austin	Waters_SPE1	Narcotic
Oxymorphone	20.0	0.05		FB08SEP18	7:30	3			austin	Waters_SPE1	Narcotic
Sufentanil	10.0	0.5		FB08SEP18	7:30	3			austin	Waters_SPE1	Narcotic
Tapentadol	20.0	0.05	0.455	FB08SEP18	7:30	3	0.0	0.0	austin	Waters_SPE1	Narcotic
Tramadol	20.0	0.05		FB08SEP18	7:30	3			austin	Waters_SPE1	Narcotic
Buprenorphine	20.0	0.75		FB08SEP18	7:30	3			austin	Waters_SPE1	Opioid
Hydrocodone	2.5	0.05	0.172	FB08SEP18	7:30	3	0.0	0.0	austin	Waters_SPE1	Opioid
Hydromorphone	20.0	0.5		FB08SEP18	7:30	3			austin	Waters_SPE1	Opioid
Meperidine	20.0	0.5		FB08SEP18	7:30	3			austin	Waters_SPE1	Opioid
Methadone	20.0	2.5		FB08SEP18	7:30	3			austin	Waters_SPE1	Opioid
Naltrexone	5.0	0.05		FB08SEP18	7:30	3			austin	Waters_SPE1	Opioid
Trazodone	20.0	0.5		FB08SEP18	7:30	3			austin	Waters_SPE1	Sedative
Triazolam	20.0	0.5		FB08SEP18	7:30	3			austin	Waters_SPE1	Sedative
Zolpidem	20.0	0.5		FB08SEP18	7:30	3			austin	Waters_SPE1	Sedative
Amphetamine	5.0	0.05	4.822	FB08SEP18	7:30	3	0.0	0.0	austin	Waters_SPE1	Stimulant
Benzoylecgonine	20.0	0.05	1.574	FB08SEP18	7:30	3	0.0	0.0	austin	Waters_SPE1	Stimulant
Cocaine	20.0	0.15	2.0069999999999997	FB08SEP18	7:30	3	0.0	0.0	austin	Waters_SPE1	Stimulant
MDMA	10.0	0.05		FB08SEP18	7:30	3			austin	Waters_SPE1	Stimulant
Methamphetamine	20.0	0.15		FB08SEP18	7:30	3			austin	Waters_SPE1	Stimulant
Methylphenidate	5.0	0.05		FB08SEP18	7:30	3			austin	Waters_SPE1	Stimulant
Propoxyphene	20.0	0.5		FB08SEP18	8:00	1			austin	Waters_SPE1	Analgesic
Ketamine	10.0	0.05		FB08SEP18	8:00	1			austin	Waters_SPE1	Anesthetic
PCP	20.0	0.5		FB08SEP18	8:00	1			austin	Waters_SPE1	Anesthetic
Phentermine	5.0	0.05	0.899	FB08SEP18	8:00	1	0.0	0.0	austin	Waters_SPE1	Anorectic
Meprobamate	20.0	0.5		FB08SEP18	8:00	1			austin	Waters_SPE1	Anxiolytic
7-Aminoclonazepam	5.0	0.05		FB08SEP18	8:00	1			austin	Waters_SPE1	Benzodiazepine
7-Aminoflunitrazepam	5.0	0.05		FB08SEP18	8:00	1			austin	Waters_SPE1	Benzodiazepine
α-Hydroxyalprazolam	20.0	0.05		FB08SEP18	8:00	1			austin	Waters_SPE1	Benzodiazepine
α-Hydroxytriazolam	20.0	0.05		FB08SEP18	8:00	1			austin	Waters_SPE1	Benzodiazepine
Alprazolam	20.0	0.05		FB08SEP18	8:00	1			austin	Waters_SPE1	Benzodiazepine
Desalkylflurazepam	2.5	0.05		FB08SEP18	8:00	1			austin	Waters_SPE1	Benzodiazepine
Diazepam	5.0	0.05		FB08SEP18	8:00	1			austin	Waters_SPE1	Benzodiazepine
Flurazepam	20.0	1.25		FB08SEP18	8:00	1			austin	Waters_SPE1	Benzodiazepine
Lorazepam	20.0	0.05		FB08SEP18	8:00	1			austin	Waters_SPE1	Benzodiazepine
Midazolam	20.0	0.5		FB08SEP18	8:00	1			austin	Waters_SPE1	Benzodiazepine
Nordiazepam	20.0	0.05		FB08SEP18	8:00	1			austin	Waters_SPE1	Benzodiazepine
Oxazepam	2.5	0.05		FB08SEP18	8:00	1			austin	Waters_SPE1	Benzodiazepine
Temazepam	20.0	0.05		FB08SEP18	8:00	1			austin	Waters_SPE1	Benzodiazepine
Pseudoephedrine	20.0	0.05	6.718	FB08SEP18	8:00	1	0.0	1.0	austin	Waters_SPE1	Decongestant
Flunitrazepam	5.0	0.05		FB08SEP18	8:00	1			austin	Waters_SPE1	Hynotics
Carisoprodol	10.0	0.05		FB08SEP18	8:00	1			austin	Waters_SPE1	Muscle Relaxant
Cyclobenzaprine	20.0	1.25		FB08SEP18	8:00	1			austin	Waters_SPE1	Muscle Relaxant
6-MAM	5.0	0.05		FB08SEP18	8:00	1			austin	Waters_SPE1	Narcotic
Carfentanil	10.0	0.75		FB08SEP18	8:00	1			austin	Waters_SPE1	Narcotic
Codeine	20.0	0.05		FB08SEP18	8:00	1			austin	Waters_SPE1	Narcotic
EDDP	10.0	0.75		FB08SEP18	8:00	1			austin	Waters_SPE1	Narcotic
Fentanyl	20.0	0.5		FB08SEP18	8:00	1			austin	Waters_SPE1	Narcotic
