"metabolite_number","metabolite_name","uloq_ng_ml","lloq_ng_ml","barcode","time","run","location","sample_id","sample_id2","value","timestamp","flowrate"
"28","EDDP",10,0.75,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",0.32,"1536435000",3.53
"29","Fentanyl",20,0.5,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"31","Flunitrazepam",5,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"33","Flurazepam",20,1.25,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"34","Hydrocodone",2.5,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",0.13,"1536435000",3.53
"35","Hydromorphone",20,0.5,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"40","Ketamine",10,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"41","Lorazepam",20,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"42","MDMA",10,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"43","Meperidine",20,0.5,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"45","Meprobamate",20,0.5,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"46","Methadone",20,2.5,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",1.06,"1536435000",3.53
"48","Methamphetamine",20,0.15,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"50","Methylphenidate",5,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"51","Midazolam",20,0.5,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"53","Morphine",20,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"55","Naloxone",5,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"56","Naltrexone",5,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"57","Norbuprenorphine",10,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"58","Norcarfentanil",10,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"59","Nordiazepam",20,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"61","Norfentanyl",5,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"62","Norhydrocodone",5,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",0.78,"1536435000",3.53
"63","Normeperidine",20,0.5,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"65","Noroxycodone",5,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"66","O-Desmethyltramadol",10,0.5,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"67","Oxazepam",2.5,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"68","Oxycodone",20,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"70","Oxymorphone",20,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"71","PCP",20,0.5,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"73","Phentermine",5,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",0.1,"1536435000",3.53
"74","Propoxyphene",20,0.5,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"76","Pseudoephedrine",20,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",3.12,"1536435000",3.53
"78","Sufentanil",10,0.5,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"82","Tapentadol",20,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"83","Temazepam",20,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"79","THC",NA,NA,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"80","THCA",NA,NA,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"84","Tramadol",20,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",0.21,"1536435000",3.53
"85","Trazodone",20,0.5,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"86","Triazolam",20,0.5,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"87","Zolpidem",20,0.5,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"6","α-Hydroxyalprazolam",20,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"7","α-Hydroxytriazolam",20,0.05,"2391","7:30",1,"2","Prior UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"1","6-MAM",5,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"2","7-Aminoclonazepam",5,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"4","7-Aminoflunitrazepam",5,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"9","Alprazolam",20,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"10","Amphetamine",5,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",1.039,"1536435000",3.53
"12","Benzoylecgonine",20,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",1.957,"1536435000",3.53
"14","Buprenorphine",20,0.75,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"16","Carfentanil",10,0.75,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"17","Carisoprodol",10,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"19","Cocaine",20,0.15,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",0.325,"1536435000",3.53
"21","Codeine",20,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"23","Cyclobenzaprine",20,1.25,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"25","Desalkylflurazepam",2.5,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"26","Diazepam",5,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"28","EDDP",10,0.75,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",1.454,"1536435000",3.53
"29","Fentanyl",20,0.5,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"31","Flunitrazepam",5,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"33","Flurazepam",20,1.25,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"34","Hydrocodone",2.5,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",0.164,"1536435000",3.53
"35","Hydromorphone",20,0.5,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"40","Ketamine",10,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",0.356,"1536435000",3.53
"41","Lorazepam",20,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"42","MDMA",10,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"43","Meperidine",20,0.5,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"45","Meprobamate",20,0.5,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"46","Methadone",20,2.5,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",2.507,"1536435000",3.53
"48","Methamphetamine",20,0.15,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"50","Methylphenidate",5,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"51","Midazolam",20,0.5,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"53","Morphine",20,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",0.057,"1536435000",3.53
"55","Naloxone",5,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"56","Naltrexone",5,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"57","Norbuprenorphine",10,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"58","Norcarfentanil",10,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"59","Nordiazepam",20,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"61","Norfentanyl",5,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"62","Norhydrocodone",5,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",0.058,"1536435000",3.53
"63","Normeperidine",20,0.5,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"65","Noroxycodone",5,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"66","O-Desmethyltramadol",10,0.5,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"67","Oxazepam",2.5,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"68","Oxycodone",20,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"70","Oxymorphone",20,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"71","PCP",20,0.5,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"73","Phentermine",5,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",0.117,"1536435000",3.53
"74","Propoxyphene",20,0.5,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"76","Pseudoephedrine",20,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",2.905,"1536435000",3.53
"78","Sufentanil",10,0.5,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"82","Tapentadol",20,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"83","Temazepam",20,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",0.08,"1536435000",3.53
"79","THC",NA,NA,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"80","THCA",NA,NA,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"84","Tramadol",20,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"85","Trazodone",20,0.5,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"86","Triazolam",20,0.5,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"87","Zolpidem",20,0.5,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"6","α-Hydroxyalprazolam",20,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"7","α-Hydroxytriazolam",20,0.05,"2391","7:30",2,"2","UFWW 8","FB08SEP18 7:30 Loc#2",NA,"1536435000",3.53
"1","6-MAM",5,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"2","7-Aminoclonazepam",5,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"4","7-Aminoflunitrazepam",5,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"9","Alprazolam",20,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"10","Amphetamine",5,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",5.16,"1536435000",3.53
"12","Benzoylecgonine",20,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",0.98,"1536435000",3.53
"14","Buprenorphine",20,0.75,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"16","Carfentanil",10,0.75,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"17","Carisoprodol",10,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"19","Cocaine",20,0.15,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",1.15,"1536435000",3.53
"21","Codeine",20,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",0.26,"1536435000",3.53
"23","Cyclobenzaprine",20,1.25,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"25","Desalkylflurazepam",2.5,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"26","Diazepam",5,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"28","EDDP",10,0.75,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"29","Fentanyl",20,0.5,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"31","Flunitrazepam",5,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"33","Flurazepam",20,1.25,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"34","Hydrocodone",2.5,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",0.11,"1536435000",3.53
"35","Hydromorphone",20,0.5,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"40","Ketamine",10,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",0.29,"1536435000",3.53
"41","Lorazepam",20,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"42","MDMA",10,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"43","Meperidine",20,0.5,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"45","Meprobamate",20,0.5,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"46","Methadone",20,2.5,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"48","Methamphetamine",20,0.15,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"50","Methylphenidate",5,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"51","Midazolam",20,0.5,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"53","Morphine",20,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"55","Naloxone",5,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"56","Naltrexone",5,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"57","Norbuprenorphine",10,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"58","Norcarfentanil",10,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"59","Nordiazepam",20,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"61","Norfentanyl",5,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"62","Norhydrocodone",5,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"63","Normeperidine",20,0.5,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"65","Noroxycodone",5,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"66","O-Desmethyltramadol",10,0.5,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"67","Oxazepam",2.5,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"68","Oxycodone",20,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"70","Oxymorphone",20,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"71","PCP",20,0.5,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"73","Phentermine",5,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",2.47,"1536435000",3.53
"74","Propoxyphene",20,0.5,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"76","Pseudoephedrine",20,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",18.65,"1536435000",3.53
"78","Sufentanil",10,0.5,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"82","Tapentadol",20,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",0.43,"1536435000",3.53
"83","Temazepam",20,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"79","THC",NA,NA,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"80","THCA",NA,NA,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"84","Tramadol",20,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"85","Trazodone",20,0.5,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"86","Triazolam",20,0.5,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"87","Zolpidem",20,0.5,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"6","α-Hydroxyalprazolam",20,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"7","α-Hydroxytriazolam",20,0.05,"2402","7:30",1,"3","Prior UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"1","6-MAM",5,0.05,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"2","7-Aminoclonazepam",5,0.05,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"4","7-Aminoflunitrazepam",5,0.05,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"9","Alprazolam",20,0.05,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"10","Amphetamine",5,0.05,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",104186.011,"1536435000",3.53
"12","Benzoylecgonine",20,0.05,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",1.574,"1536435000",3.53
"14","Buprenorphine",20,0.75,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"16","Carfentanil",10,0.75,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"17","Carisoprodol",10,0.05,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"19","Cocaine",20,0.15,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",2.007,"1536435000",3.53
"21","Codeine",20,0.05,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",0.383,"1536435000",3.53
"23","Cyclobenzaprine",20,1.25,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"25","Desalkylflurazepam",2.5,0.05,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"26","Diazepam",5,0.05,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"28","EDDP",10,0.75,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"29","Fentanyl",20,0.5,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"31","Flunitrazepam",5,0.05,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"33","Flurazepam",20,1.25,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"34","Hydrocodone",2.5,0.05,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",0.172,"1536435000",3.53
"35","Hydromorphone",20,0.5,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"40","Ketamine",10,0.05,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"41","Lorazepam",20,0.05,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"42","MDMA",10,0.05,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"43","Meperidine",20,0.5,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"45","Meprobamate",20,0.5,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"46","Methadone",20,2.5,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"48","Methamphetamine",20,0.15,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"50","Methylphenidate",5,0.05,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"51","Midazolam",20,0.5,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"53","Morphine",20,0.05,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"55","Naloxone",5,0.05,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"56","Naltrexone",5,0.05,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"57","Norbuprenorphine",10,0.05,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"58","Norcarfentanil",10,0.05,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"59","Nordiazepam",20,0.05,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"61","Norfentanyl",5,0.05,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"62","Norhydrocodone",5,0.05,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"63","Normeperidine",20,0.5,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"65","Noroxycodone",5,0.05,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
"66","O-Desmethyltramadol",10,0.5,"2402","7:30",2,"3","UFWW 9","FB08SEP18 7:30 Loc#3",NA,"1536435000",3.53
